ID,Covey_Num,Band_Num,Sex,Age,BirdX,BirdY,DateTime,HuntDay,Treatment_Sp,Treatment,Treatment_Year,Step_Length,HW_Dist,SS_Dist
12,49,16-000096,M,J,396131,3649214,12/16/16 15:57,Rabbit,1W,1,0,27.89265136,0,36.95530319
12,49,16-000096,M,J,396124,3649241,12/16/16 16:27,Rabbit,1W,1,0,21.54065923,0,18.4776516
12,49,16-000096,M,J,396132,3649261,12/16/16 16:57,Rabbit,1W,1,0,38.07886553,14.14213562,9.238825798
12,49,16-000096,M,J,396165,3649242,12/16/16 17:27,Rabbit,1W,1,0,33,0,29.21573257
12,49,16-000096,M,J,396132,3649242,12/16/16 18:02,Rabbit,1W,1,0,NA,0,9.238825798
13,47,16-000154,F,J,398600,3647222,12/21/16 6:59,Quail,3W,3,0,66.09841148,206.1552887,9.238825798
13,47,16-000154,F,J,398588,3647157,12/21/16 7:32,Quail,3W,3,0,46.01086828,158.1138763,18.4776516
13,47,16-000154,F,J,398619,3647123,12/21/16 8:02,Quail,3W,3,0,82.29823813,108.1665421,20.65864182
13,47,16-000154,F,J,398701,3647116,12/21/16 8:32,Quail,3W,3,0,109.658561,76.1577301,13.06567287
13,47,16-000154,F,J,398592,3647104,12/21/16 9:02,Quail,3W,3,0,36.12478374,101.9803925,9.238825798
13,47,16-000154,F,J,398568,3647077,12/21/16 9:32,Quail,3W,3,0,32.31098884,89.44271851,9.238825798
13,47,16-000154,F,J,398580,3647107,12/21/16 10:02,Quail,3W,3,0,72.03471385,114.01754,9.238825798
13,47,16-000154,F,J,398563,3647037,12/21/16 10:32,Quail,3W,3,0,51.0881591,63.24555206,0
13,47,16-000154,F,J,398614,3647040,12/21/16 11:02,Quail,3W,3,0,78.33900689,40,0
13,47,16-000154,F,J,398538,3647059,12/21/16 11:32,Quail,3W,3,0,59.77457654,89.44271851,0
13,47,16-000154,F,J,398556,3647002,12/21/16 12:02,Quail,3W,3,0,28.8444102,36.05551147,20.65864182
13,47,16-000154,F,J,398540,3647026,12/21/16 12:32,Quail,3W,3,0,92.08691547,64.03124237,9.238825798
13,47,16-000154,F,J,398544,3646934,12/21/16 13:02,Quail,3W,3,0,24.08318916,50,47.10895157
13,47,16-000154,F,J,398526,3646950,12/21/16 13:32,Quail,3W,3,0,21.09502311,58.30952072,27.71647644
13,47,16-000154,F,J,398524,3646929,12/21/16 14:02,Quail,3W,3,0,48.7954916,42.42640686,33.31106186
13,47,16-000154,F,J,398559,3646895,12/21/16 14:32,Quail,3W,3,0,65.36818798,60.82762527,65.32836151
13,47,16-000154,F,J,398591,3646838,12/21/16 15:02,Quail,3W,3,0,55.36244214,72.80110168,66.62212372
13,47,16-000154,F,J,398538,3646854,12/21/16 15:32,Quail,3W,3,0,29.15475947,36.05551147,90.99188232
13,47,16-000154,F,J,398563,3646839,12/21/16 16:00,Quail,3W,3,0,71.55417528,44.72135925,85.17776489
13,47,16-000154,F,J,398595,3646903,12/21/16 16:30,Quail,3W,3,0,51.0881591,60,29.21573257
13,47,16-000154,F,J,398562,3646942,12/21/16 17:00,Quail,3W,3,0,45.27692569,28.28427124,38.09265518
13,47,16-000154,F,J,398539,3646903,12/21/16 17:30,Quail,3W,3,0,11.18033989,41.23105621,65.32836151
13,47,16-000154,F,J,398550,3646901,12/21/16 17:50,Quail,3W,3,0,NA,50.99019623,72.15753937
14,21,16-000060,M,J,401952,3648670,12/23/16 6:45,Rabbit,1E,1,0,8.485281374,345.3983154,0
14,21,16-000060,M,J,401946,3648676,12/23/16 7:15,Rabbit,1E,1,0,35.4682957,351.2833557,0
14,21,16-000060,M,J,401973,3648699,12/23/16 7:50,Rabbit,1E,1,0,32.52691193,330,0
14,21,16-000060,M,J,401996,3648676,12/23/16 8:15,Rabbit,1E,1,0,20.88061302,313.04953,0
14,21,16-000060,M,J,401976,3648682,12/23/16 8:56,Rabbit,1E,1,0,25.29822128,331.0588989,0
14,21,16-000060,M,J,401952,3648690,12/23/16 9:15,Rabbit,1E,1,0,24.33105012,340.587738,0
14,21,16-000060,M,J,401928,3648686,12/23/16 9:45,Rabbit,1E,1,0,17.11724277,342.3448486,0
14,21,16-000060,M,J,401945,3648684,12/23/16 10:15,Rabbit,1E,1,0,4.123105626,351.2833557,9.238825798
14,21,16-000060,M,J,401949,3648683,12/23/16 10:45,Rabbit,1E,1,0,24.04163056,349.2849731,9.238825798
14,21,16-000060,M,J,401942,3648706,12/23/16 11:15,Rabbit,1E,1,0,25,321.4031677,9.238825798
14,21,16-000060,M,J,401949,3648682,12/23/16 11:56,Rabbit,1E,1,0,83.18653737,349.2849731,9.238825798
14,21,16-000060,M,J,401963,3648764,12/23/16 12:20,Rabbit,1E,1,0,36.40054945,270.1851196,9.238825798
14,21,16-000060,M,J,401976,3648730,12/23/16 12:50,Rabbit,1E,1,0,41.14608122,300,9.238825798
14,21,16-000060,M,J,401958,3648767,12/23/16 13:20,Rabbit,1E,1,0,28.17800561,260.1922302,9.238825798
14,21,16-000060,M,J,401983,3648754,12/23/16 13:50,Rabbit,1E,1,0,15.23154621,280,9.238825798
14,21,16-000060,M,J,401969,3648760,12/23/16 14:20,Rabbit,1E,1,0,5.830951895,270,0
14,21,16-000060,M,J,401966,3648755,12/23/16 14:50,Rabbit,1E,1,0,18.02775638,270.1851196,0
14,21,16-000060,M,J,401956,3648770,12/23/16 15:20,Rabbit,1E,1,0,12.36931688,260.7680969,9.238825798
14,21,16-000060,M,J,401959,3648758,12/23/16 15:50,Rabbit,1E,1,0,10.77032961,270.1851196,9.238825798
14,21,16-000060,M,J,401969,3648762,12/23/16 16:20,Rabbit,1E,1,0,168.0029762,270,9.238825798
14,21,16-000060,M,J,402104,3648862,12/23/16 16:50,Rabbit,1E,1,0,7.071067812,205.9125977,29.21573257
14,21,16-000060,M,J,402109,3648867,12/23/16 17:35,Rabbit,1E,1,0,188.9047379,202.4845734,27.71647644
14,21,16-000060,M,J,402295,3648900,12/23/16 17:54,Rabbit,1E,1,0,16.55294536,80.62257385,20.65864182
14,21,16-000060,M,J,402280,3648893,12/23/16 18:12,Rabbit,1E,1,0,NA,92.1954422,20.65864182
15,34,16-000269,M,J,398513,3648864,12/31/16 7:00,Quail,2W,2,0,77.89736838,72.80110168,38.09265518
15,34,16-000269,M,J,398571,3648916,12/31/16 7:45,Quail,2W,2,0,40.31128874,10,9.238825798
15,34,16-000269,M,J,398542,3648888,12/31/16 8:14,Quail,2W,2,0,150.7215977,40,26.13134575
15,34,16-000269,M,J,398676,3648957,12/31/16 8:57,Quail,2W,2,0,168.6208765,0,58.43146515
15,34,16-000269,M,J,398749,3648805,12/31/16 9:37,Quail,2W,2,0,32.44996148,0,0
15,34,16-000269,M,J,398767,3648778,12/31/16 10:03,Quail,2W,2,0,76.32168761,30,0
15,34,16-000269,M,J,398702,3648818,12/31/16 10:32,Quail,2W,2,0,114.3547113,0,9.238825798
15,34,16-000269,M,J,398816,3648809,12/31/16 11:09,Quail,2W,2,0,45.61797891,0,26.13134575
15,34,16-000269,M,J,398775,3648789,12/31/16 11:36,Quail,2W,2,0,78.23681998,20,0
15,34,16-000269,M,J,398711,3648834,12/31/16 12:06,Quail,2W,2,0,43.27817002,0,9.238825798
15,34,16-000269,M,J,398678,3648862,12/31/16 12:36,Quail,2W,2,0,89.82761268,0,9.238825798
15,34,16-000269,M,J,398743,3648800,12/31/16 13:08,Quail,2W,2,0,57.24508713,10,0
15,34,16-000269,M,J,398692,3648774,12/31/16 13:38,Quail,2W,2,0,40.19950248,0,0
15,34,16-000269,M,J,398688,3648814,12/31/16 14:08,Quail,2W,2,0,20.39607805,0,9.238825798
15,34,16-000269,M,J,398708,3648810,12/31/16 14:40,Quail,2W,2,0,88.1192374,0,18.4776516
15,34,16-000269,M,J,398795,3648796,12/31/16 15:10,Quail,2W,2,0,68.68041933,10,0
15,34,16-000269,M,J,398749,3648847,12/31/16 15:40,Quail,2W,2,0,49.81967483,0,36.95530319
15,34,16-000269,M,J,398700,3648838,12/31/16 16:09,Quail,2W,2,0,11.40175425,0,0
15,34,16-000269,M,J,398691,3648831,12/31/16 16:37,Quail,2W,2,0,69.37578828,0,0
15,34,16-000269,M,J,398758,3648813,12/31/16 17:08,Quail,2W,2,0,22.6715681,0,9.238825798
15,34,16-000269,M,J,398741,3648828,12/31/16 17:36,Quail,2W,2,0,53.00943312,0,18.4776516
15,34,16-000269,M,J,398740,3648775,12/31/16 18:21,Quail,2W,2,0,NA,22.36067963,0
16,50,16-000247,U,J,399204,3647580,1/5/17 7:09,Rabbit,2W,2,0,97.02061637,475.3945618,9.238825798
16,50,16-000247,U,J,399107,3647578,1/5/17 7:42,Rabbit,2W,2,0,53.71219601,480.9365845,9.238825798
16,50,16-000247,U,J,399156,3647600,1/5/17 8:11,Rabbit,2W,2,0,65.21502894,500.3998413,0
16,50,16-000247,U,J,399118,3647547,1/5/17 8:49,Rabbit,2W,2,0,44.27188724,450.111084,0
16,50,16-000247,U,J,399076,3647533,1/5/17 9:39,Rabbit,2W,2,0,54.40588203,434.165863,20.65864182
16,50,16-000247,U,J,399092,3647481,1/5/17 10:09,Rabbit,2W,2,0,63.07138812,382.0994568,20.65864182
16,50,16-000247,U,J,399089,3647418,1/5/17 10:39,Rabbit,2W,2,0,46.87216658,322.4902954,13.06567287
16,50,16-000247,U,J,399043,3647427,1/5/17 11:09,Rabbit,2W,2,0,59.94163828,342.0526123,27.71647644
16,50,16-000247,U,J,399071,3647374,1/5/17 11:39,Rabbit,2W,2,0,80.95677859,276.5863342,20.65864182
16,50,16-000247,U,J,399046,3647451,1/5/17 12:09,Rabbit,2W,2,0,89.10667764,361.3862305,9.238825798
16,50,16-000247,U,J,399032,3647363,1/5/17 12:39,Rabbit,2W,2,0,37.21558813,278.5677795,55.43295288
16,50,16-000247,U,J,399036,3647400,1/5/17 13:09,Rabbit,2W,2,0,108.7060256,316.2277527,55.43295288
16,50,16-000247,U,J,399120,3647331,1/5/17 13:39,Rabbit,2W,2,0,39.01281841,230.2172852,20.65864182
16,50,16-000247,U,J,399159,3647332,1/5/17 14:09,Rabbit,2W,2,0,86.40023148,231.9482727,20.65864182
16,50,16-000247,U,J,399090,3647280,1/5/17 14:39,Rabbit,2W,2,0,92.04890005,184.3908844,0
16,50,16-000247,U,J,399182,3647283,1/5/17 15:09,Rabbit,2W,2,0,47.4341649,182.4828796,29.21573257
16,50,16-000247,U,J,399167,3647238,1/5/17 15:39,Rabbit,2W,2,0,39.84971769,143.1782074,20.65864182
16,50,16-000247,U,J,399155,3647276,1/5/17 16:09,Rabbit,2W,2,0,46.81879964,181.1076965,46.19412994
16,50,16-000247,U,J,399171,3647232,1/5/17 16:39,Rabbit,2W,2,0,22.82542442,136.0147095,13.06567287
16,50,16-000247,U,J,399151,3647221,1/5/17 17:09,Rabbit,2W,2,0,52.47856705,121.6552505,27.71647644
16,50,16-000247,U,J,399178,3647266,1/5/17 17:39,Rabbit,2W,2,0,58.03447251,172.62677,46.19412994
16,50,16-000247,U,J,399120,3647264,1/5/17 17:56,Rabbit,2W,2,0,NA,160.3121948,26.13134575
17,5,16-000322,F,A,400892,3648786,1/6/17 7:01,Rabbit,2E,2,0,24.04163056,0,0
17,5,16-000322,F,A,400909,3648803,1/6/17 7:34,Rabbit,2E,2,0,18.38477631,0,9.238825798
17,5,16-000322,F,A,400902,3648786,1/6/17 8:04,Rabbit,2E,2,0,14.14213562,0,0
17,5,16-000322,F,A,400892,3648776,1/6/17 8:30,Rabbit,2E,2,0,25.01999201,0,0
17,5,16-000322,F,A,400917,3648777,1/6/17 8:59,Rabbit,2E,2,0,19.20937271,0,0
17,5,16-000322,F,A,400902,3648789,1/6/17 9:30,Rabbit,2E,2,0,11.40175425,0,0
17,5,16-000322,F,A,400911,3648782,1/6/17 10:00,Rabbit,2E,2,0,33.61547263,0,0
17,5,16-000322,F,A,400880,3648795,1/6/17 10:33,Rabbit,2E,2,0,23.76972865,0,9.238825798
17,5,16-000322,F,A,400903,3648789,1/6/17 11:01,Rabbit,2E,2,0,5,0,0
17,5,16-000322,F,A,400907,3648786,1/6/17 11:31,Rabbit,2E,2,0,15.55634919,0,0
17,5,16-000322,F,A,400896,3648797,1/6/17 12:01,Rabbit,2E,2,0,12.52996409,0,0
17,5,16-000322,F,A,400907,3648791,1/6/17 12:31,Rabbit,2E,2,0,30.08321791,0,0
17,5,16-000322,F,A,400915,3648820,1/6/17 13:01,Rabbit,2E,2,0,32.64965543,0,9.238825798
17,5,16-000322,F,A,400930,3648791,1/6/17 13:31,Rabbit,2E,2,0,6.08276253,0,9.238825798
17,5,16-000322,F,A,400936,3648790,1/6/17 14:00,Rabbit,2E,2,0,34.71310992,0,9.238825798
17,5,16-000322,F,A,400913,3648816,1/6/17 14:36,Rabbit,2E,2,0,8.602325267,0,0
17,5,16-000322,F,A,400920,3648821,1/6/17 15:05,Rabbit,2E,2,0,22.09072203,0,0
17,5,16-000322,F,A,400922,3648799,1/6/17 15:31,Rabbit,2E,2,0,12.20655562,0,0
17,5,16-000322,F,A,400932,3648806,1/6/17 16:02,Rabbit,2E,2,0,12.04159458,0,9.238825798
17,5,16-000322,F,A,400920,3648805,1/6/17 16:35,Rabbit,2E,2,0,36.40054945,0,0
17,5,16-000322,F,A,400930,3648770,1/6/17 17:00,Rabbit,2E,2,0,36.76955262,10,9.238825798
17,5,16-000322,F,A,400964,3648756,1/6/17 17:30,Rabbit,2E,2,0,9.486832981,40,0
17,5,16-000322,F,A,400967,3648747,1/6/17 18:14,Rabbit,2E,2,0,NA,44.72135925,0
